ref_id,work_id,ref_doi,ref_search,ref_quality,openalex_id,oa_title,match_method,confidence
447_a2,447,NA,What Is a ‘Document’? Buckland 1997,anystyle,W1607365005,What is a document?,offline_title_exact,1
447_a3,447,NA,Document Architecture Draws a Circle: On Document Architecture and Its Relation to Library and Information Science Education and Research Dahlström; Gunnarsson 2000,anystyle,W341123122,Document architecture draws a circle: on document architecture and its relation to library and information science education and research.,offline_title_exact,1
447_a4,447,NA,Writing Machines Hayles 2002,anystyle,W4241926506,Writing Machines,offline_title_exact,1
447_a6,447,NA,Metaphors We Live By Lakoff; Johnson 1981,anystyle,W2626115014,«Metaphors We Live by»: трансформации прецедентного названия,offline_title_exact,1
447_a8,447,NA,"Document: Form, Sign and Medium, as Reformulated for Electronic Documents Pédauque 2003 2003-07-08",anystyle,W334662085,"Document: Form, Sign and Medium, As Reformulated for Electronic Documents",offline_title_exact,1
447_a10,447,NA,The Nature of “A Work”: Implications for the Organization of Knowledge Smiraglia 2001,anystyle,W1571858667,"The Nature of ""A Work"": Implications for the Organization of Knowledge",offline_title_exact,1
448_a3,448,NA,Toward a formal model of markup Nicol; Algebra 2002,anystyle,W7095869089,Toward a Formal Model of Markup,offline_title_exact,1
449_a4,449,NA,Generalizing XPath for directed graphs Cassidy 2003,anystyle,W1489706527,Generalizing XPath for directed graphs.,offline_title_exact,1
449_a5,449,NA,"What is Text, Really? DeRose; Durand; Mylonas; Renear 1990",anystyle,W2091780959,"What is text, really?",offline_title_exact,1
449_a6,449,NA,"Further Context for 'What is Text, Really?' DeRose 1997-08",anystyle,W2013423029,"Further context for “What is text, really?”",offline_title_exact,1
449_a7,449,NA,A Historian’s Guide to Computing Greenstein 1994,anystyle,W4299491824,A Historian's Guide to Computing,offline_title_exact,1
449_a9,449,NA,Gliding down from graphs to trees: an attempt to bottle geometry and chemical content Shanthi; S.K 2003,anystyle,W168068709,Gliding down from graphs to trees: An attempt to bottle geometry and chemical content.,offline_title_exact,1
449_a10,449,NA,Guidelines for Electronic Text Encoding and Interchange (TEI P3 Sperberg-McQueen 1994 1994,anystyle,W613634021,Guidelines for electronic text encoding and interchange : TEI P4,offline_title_fuzzy,0.9935483870967742
450_a1,450,NA,Literatura y cibercultura Aarseth,anystyle,W193730315,Literatura y Cibercultura,offline_title_exact,1
451_a1,451,NA,Outside the cave of shadows: Using syntactic annotation to enhance authorship attribution Baayen; Halteren; Tweedie 1996,anystyle,W2009312480,Outside the cave of shadows: using syntactic annotation to enhance authorship attribution,offline_title_exact,1
451_a2,451,NA,Scaling to very very large corpora for natural language disambiguation Banko; Brill,anystyle,W2157963512,Scaling to very very large corpora for natural language disambiguation,offline_title_exact,1
451_a3,451,NA,Corpus Linguistics Biber; Conrad; Reppen,anystyle,W4210996323,Corpus Linguistics,offline_title_exact,1
451_a7,451,NA,Note on free lunches and cross-validation Goutte,anystyle,W2124700334,Note on Free Lunches and Cross-Validation,offline_title_exact,1
451_a8,451,NA,Frequent collocations and authorial style Hoover,anystyle,W2059659390,Frequent Collocations and Authorial Style,offline_title_exact,1
451_a9,451,NA,Literary and Linguistic Computing 18.3 2004,anystyle,W6974234441,Literary and Linguistic Computing,offline_title_fuzzy,0.9736842105263158
451_a10,451,NA,Text categorization with Support Vector Joachims,anystyle,W1564518192,Text categorization with support vector machines,offline_title_fuzzy,0.9625
451_a18,451,NA,Sequential Minimal Optimization: A Fast Algorithm for Training Support Vector Machines Platt,anystyle,W2164641162,Sequential Minimal Optimization : A Fast Algorithm for Training Support Vector Machines,offline_title_exact,1
451_a19,451,NA,Computer-based authorship attribution without lexical measures 2001,anystyle,W2097532520,Computer-Based Authorship Attribution Without Lexical Measures,offline_title_exact,1
453_a1,453,NA,"In Oldenburg's Long Shadow: Librarians, Research Scientists, Publishers, and the Control of Scientific Publishing",anystyle,W7042199846,"In Oldenburg’s Long Shadow: Librarians, Research Scientists, Publishers, and the Control of Scientific Publishing",offline_title_exact,1
453_a3,453,NA,"RDFGrowth, a P2P annotation exchange algorithm for scalable Semantic Web applications",anystyle,W1946910233,"RDFGrowth, a P2P annotation exchange algorithm for scalable Semantic Web applications.",offline_title_exact,1
454_a1,454,NA,Learning with Corpora Aston 2003,anystyle,W1514157419,Learning with corpora,offline_title_exact,1
454_a2,454,NA,A comparison of three learning strategies for ESL vocabulary acquisition Brown; Perry,anystyle,W2160482209,A Comparison of Three Learning Strategies for ESL Vocabulary Acquisition,offline_title_exact,1
454_a3,454,NA,Content and Formal schemata in ESL reading Carrell,anystyle,W2132937441,Content and Formal Schemata in ESL Reading,offline_title_exact,1
454_a4,454,NA,A semantic field approach to passive vocabulary acquisition for reading comprehension Crow; Quigley,anystyle,W2091250791,A Semantic Field Approach to Passive Vocabulary Acquisition for Reading Comprehension,offline_title_exact,1
454_a8,454,NA,University of Antwerp 2004-09-05,anystyle,W4386985628,University of Antwerp,offline_title_exact,1
454_a9,454,NA,WordNet: An Electronic Lexical Database Fellbaum,anystyle,W7016219665,WordNet an electronic lexical database,offline_title_exact,1
454_a10,454,NA,Dictionaries and Language Learners Humblé 2001,anystyle,W11245674,DICTIONARIES AND LANGUAGE LEARNERS,offline_title_exact,1
454_a11,454,NA,Fuzzy Sets and Fuzzy Logic Klir; Yuan,anystyle,W4230541729,Fuzzy Sets and Fuzzy Logic,offline_title_exact,1
454_a12,454,NA,Semantic description of lexical units in an explanatory combinatorial dictionary: Basic principles and heuristic criteria Mel’cuk,anystyle,W1985156790,Semantic Description of Lexical Units in an Explanatory Combinatorial Dictionary: Basic Principles and Heuristic Criteria<sup>1</sup>,offline_title_fuzzy,0.9846153846153847
454_a13,454,NA,Fuzzy Sets in Information Retrieval and Cluster Miyamoto,anystyle,W7038150837,Fuzzy sets in information retrieval and cluster analysis,offline_title_fuzzy,0.9678571428571429
454_a18,454,NA,L’inférence dictionnairique : de la créativité poétique à celle du raisonnement flou St-Jacques; Barrière 2004,anystyle,W1040172929,L'inférence dictionnairique : de la créativité poétique à celle du raisonnement flou,offline_title_exact,1
455_a2,455,NA,Understanding New Media 1999,anystyle,W2530629960,Understanding New Media,offline_title_exact,1
455_a4,455,NA,Transcendental Data: Toward a Cultural History and Aesthetics of the New Encoded Discourse Liu,anystyle,W2003065959,Transcendental Data: Toward a Cultural History and Aesthetics of the New Encoded Discourse,offline_title_exact,1
455_a5,455,NA,A Critique of Modern Textual Criticism McGann,anystyle,W1534188343,A critique of modern textual criticism,offline_title_exact,1
455_a6,455,NA,The Textual Condition McGann,anystyle,W2000678254,The Textual Condition,offline_title_exact,1
455_a7,455,NA,The Rationale of Hypertext McGann,anystyle,W4230115009,The Rationale of Hypertext,offline_title_exact,1
458_a10,458,NA,Introducing a digital library reading appliance into a reading group 1999,anystyle,W2009204330,Introducing a digital library reading appliance into a reading group,offline_title_exact,1
462_a2,462,NA,Analytical Lexicon of Navajo,anystyle,W1589309253,Analytical lexicon of Navajo,offline_title_exact,1
463_a10,463,NA,Reference Model for an Open Archival Information System,anystyle,W3138270718,Reference Model for an Open Archival Information System,offline_title_exact,1
466_a3,466,NA,New media: theories and practices of digitextuality Everett; T.Caldwell,anystyle,W7039801904,New media theories and practices of digitextuality,offline_title_exact,1
466_a4,466,NA,"The question concerning technology, and other essays Heidegger 1977",anystyle,W1654521368,"The Question Concerning Technology, and Other Essays",offline_title_exact,1
466_a5,466,NA,Electric language: a philosophical study of word processing. New Haven and Heim,anystyle,W2082770314,Electric Language: A Philosophical Study of Word Processing,offline_title_fuzzy,0.961111111111111
466_a6,466,NA,The metaphysics of virtual reality Heim 1999,anystyle,W4298345975,The metaphysics of virtual reality,offline_title_exact,1
466_a8,466,NA,Hypertext. the convergence of contemporary critical theory and technology Landow,anystyle,W4301957645,Hypertext: the convergence of contemporary critical theory and technology,offline_title_exact,1
466_a9,466,NA,New media: a critical introduction Kelly,anystyle,W1947310543,New Media: A Critical Introduction,offline_title_exact,1
466_a10,466,NA,The language of New Media Manovich,anystyle,W1480492886,The Language of New Media,offline_title_exact,1
466_a11,466,NA,The Gutenberg galaxy McLuhan,anystyle,W2102167660,The Gutenberg Galaxy,offline_title_exact,1
467_a10,467,NA,Method and Theory 1997,anystyle,W2344793762,Method and Theory,offline_title_exact,1
468_a1,468,NA,Master and Margarita Bulgakov,anystyle,W1973482080,Master and Margarita,offline_title_exact,1
468_a3,468,NA,An Introduction to Locally Saul; Roweis,anystyle,W4230880750,An Introduction to Local Theory,offline_title_fuzzy,0.9535980148883375
469_a4,469,NA,Digital Representation and the Text Model Buzzetti,anystyle,W2095445441,Digital Representation and the Text Model,offline_title_exact,1
469_a5,469,NA,Markup's Current Imbalance Caton 2001,anystyle,W2037309073,Markup's Current Imbalance,offline_title_exact,1
469_a6,469,NA,What is Text Really?,anystyle,W2091780959,"What is text, really?",offline_title_exact,1
469_a11,469,NA,World Wide Web 2001,anystyle,W400437270,World Wide Webによる金沢市の観光ナビゲーション,offline_title_exact,1
469_a12,469,NA,Out of Praxis: Three (Meta) Theories of Renear,anystyle,W2491223616,Out of Praxis: Three (Meta)Theories of Textuality,offline_title_fuzzy,0.9531914893617021
469_a13,469,NA,Electronic Text: Investigations in Method and,anystyle,W640913867,Electronic Text: Investigations in Method and Theory,offline_title_fuzzy,0.9725490196078431
471_a1,471,NA,Image searching on the Excite web search engine Goodrum; Spink,anystyle,W1975184481,Image searching on the Excite Web search engine,offline_title_exact,1
471_a2,471,NA,Visual information retrieval Gupta; Jain,anystyle,W1592458933,Visual Information Retrieval,offline_title_exact,1
471_a3,471,NA,Image attributes: an investigation Jörgensen 1995,anystyle,W1502430190,Image attributes: an investigation,offline_title_exact,1
471_a5,471,NA,A conceptual framework and empirical research for classifying visual descriptors Chang,anystyle,W2094471776,A conceptual framework and empirical research for classifying visual descriptors,offline_title_exact,1
471_a6,471,NA,Principles of visual information retrieval Lew,anystyle,W7042689273,Principles of visual information retrieval,offline_title_exact,1
471_a7,471,NA,User reactions as access mechanism: an exploration based upon captions for images 1999,anystyle,W2108310619,User reactions as access mechanism: An exploration based on captions for images,offline_title_fuzzy,0.9873076923076923
471_a9,471,NA,Multilingual metadata for moving image databases: preliminary results Turner; Hudon,anystyle,W2588373451,Multilingual Metadata for Moving Image Databases: Preliminary Results,offline_title_exact,1
472_a2,472,NA,XML: how to program Deitel,anystyle,W1549131123,XML : how to program,offline_title_exact,1
472_a10,472,NA,Encoded Archival Description List Pitti,anystyle,W2934734882,Encoded Archival Description,offline_title_fuzzy,0.9696969696969697
472_a11,472,NA,Converting to schema: the TEI and Relax Rahtz,anystyle,W2910696912,Converting to schema: the TEI and Relax NG,offline_title_fuzzy,0.9853658536585366
472_a13,472,NA,Guidelines for Electronic Text Encoding and Interchange,anystyle,W1485490758,Guidelines for electronic text encoding and interchange,offline_title_exact,1
472_a16,472,NA,XML Schema Essentials Watt; Wyke,anystyle,W10729201,XML Schema Essentials,offline_title_exact,1
473_a3,473,NA,Modern information retrieval Baez-Yates; Ribeiro-Neto 1999,anystyle,W1660390307,Modern Information Retrieval,offline_title_exact,1
473_a4,473,NA,Functional Requirements for Bibliographic Records (FRBR,anystyle,W3091404115,Functional Requirements for Bibliographic Records: FRBR,offline_title_exact,1
473_a7,473,NA,Intellectual access to images Hsin-liang; Rasmussen 1999,anystyle,W1569791325,Intellectual Access to Images,offline_title_exact,1
473_a9,473,NA,Automatic Music Transcription and Monti; Sandler,anystyle,W3162340357,Automatic music transcription,offline_title_fuzzy,0.9757575757575758
473_a10,473,NA,Audio Source Separation 2002,anystyle,W2502139158,Audio Source Separation,offline_title_exact,1
473_a11,473,NA,"The Nature of ""a work"": implications for the organization of knowledge Smiraglia",anystyle,W1571858667,"The Nature of ""A Work"": Implications for the Organization of Knowledge",offline_title_exact,1
473_a12,473,NA,What is a Work? Yee,anystyle,W2138628550,What is a work,offline_title_exact,1
475_a2,475,NA,A logic programming environment for document semantics and inference,anystyle,W2042140475,A Logic Programming Environment for Document Semantics and Inference,offline_title_exact,1
475_a3,475,NA,OWL Web Ontology Language Overview (W3C,anystyle,W1487060125,OWL Web ontology language overview,offline_title_fuzzy,0.9789473684210527
476_a1,476,NA,Card Shark and Thespis: Exotic tools for hypertext narrative Bernstein,anystyle,W7099792643,Card Shark and Thespis: Exotic tools for hypertext narrative,offline_title_exact,1
476_a4,476,NA,Six Problems in Search of a Solution: The challenge of cybertext theory and ludology to literary theory Eskelinen,anystyle,W6908631282,Six Problems in Search of a Solution: The challenge of cybertext theory and ludology to literary theory,offline_title_exact,1
476_a6,476,NA,World Wide Web 2001,anystyle,W400437270,World Wide Webによる金沢市の観光ナビゲーション,offline_title_exact,1
476_a7,476,NA,The Metanovel: Writing Stories by Computer Meehan,anystyle,W1510205845,The metanovel: writing stories by computer.,offline_title_exact,1
479_a1,479,NA,Council on Library and Information Resources,anystyle,W4389179896,Council on Library and Information Resources,offline_title_exact,1
479_a4,479,NA,Council on Library and Information Resources,anystyle,W4389179896,Council on Library and Information Resources,offline_title_exact,1
483_a4,483,NA,Extracting Policy Positions from Political Texts Using Words as Data Laver; Benoit; Garry,anystyle,W2009659525,Extracting Policy Positions from Political Texts Using Words as Data,offline_title_exact,1
483_a5,483,NA,The Politics of the Budgetary Process Wildavsky,anystyle,W2070519126,The politics of the budgetary process,offline_title_exact,1
483_a6,483,NA,The Politics of the Budgetary Process (4th Wildavsky,anystyle,W2080818521,THE POLITICS OF THE BUDGETARY PROCESS,offline_title_fuzzy,0.9804878048780488
485_a1,485,NA,Grundgesetze der Arithmetik Frege,anystyle,W7019274407,Grundgesetze der Arithmetik.,offline_title_exact,1
487_a1,487,NA,'Delta': a measure of stylistic difference and a guide to likely authorship Burrows,anystyle,W2107317033,'Delta': a Measure of Stylistic Difference and a Guide to Likely Authorship,offline_title_exact,1
487_a2,487,NA,The Englishing of Juvenal: computational stylistics and translated texts Burrows,anystyle,W1569984076,The Englishing of Juvenal: computational stylistics and translated texts,offline_title_exact,1
487_a3,487,NA,Questions of Authorship: Attribution and Burrows,anystyle,W4408357559,Questions of Authorship and Attribution,offline_title_fuzzy,0.9692307692307692
487_a5,487,NA,Questions of Authorship: Attribution and Burrows,anystyle,W4408357559,Questions of Authorship and Attribution,offline_title_fuzzy,0.9692307692307692
487_a7,487,NA,Joint International Conference 2001,anystyle,W2461519789,Joint International Conference,offline_title_exact,1
487_a8,487,NA,Testing Burrows's Delta Hoover,anystyle,W2040162312,Testing Burrows's Delta,offline_title_exact,1
487_a9,487,NA,Association for Literary and Linguistic Computing and,anystyle,W4253658194,Association for literary and linguistic computing,offline_title_fuzzy,0.9849056603773585
487_a10,487,NA,"Association for Computers and the Humanities, Joint",anystyle,W6899185097,Association for computers and the humanities,offline_title_fuzzy,0.976
487_a11,487,NA,Testing Burrows's Delta Hoover,anystyle,W2040162312,Testing Burrows's Delta,offline_title_exact,1
488_a4,488,NA,A Framework for Management of Concurrent XML Markup Dekhtyar; Iacob,anystyle,W1555042857,A Framework for Management of Concurrent XML Markup,offline_title_exact,1
488_a15,488,NA,Guidelines for Electronic Text Encoding and Interchange,anystyle,W1485490758,Guidelines for electronic text encoding and interchange,offline_title_exact,1
489_a1,489,NA,Checking Potential Validity of XML Documents,anystyle,W2052726491,Checking potential validity of XML documents,offline_title_exact,1
489_a10,489,NA,Association for Literary and Linguistic Computing 2003,anystyle,W4253658194,Association for literary and linguistic computing,offline_title_exact,1
490_a1,490,NA,Finite State Beesley; Karttunen,anystyle,W7096984047,finite-state,offline_title_exact,1
490_a3,490,NA,Spacing printed text to isolate major phrases improves readability Kaplan; Zaenen,anystyle,W1482727051,Spacing Printed Text to Isolate Major Phrases Improves Readability.,offline_title_exact,1
490_a4,490,NA,Optimizing the reading of electronic text using rapid serial visual presentation Castelhano; Muter,anystyle,W2119136420,Optimizing the reading of electronic text using rapid serial visual presentation,offline_title_exact,1
490_a5,490,NA,Fluidly revealing information in Fluid Documents,anystyle,W2143072945,Fluidly Revealing Information in Fluid Documents,offline_title_exact,1
490_a6,490,NA,UpLib: a universal personal digital library system Janssen; Popat 2003,anystyle,W7099991152,UpLib: a universal personal digital library system,offline_title_exact,1
490_a7,490,NA,A theory of reading: From eye fixations to comprehension Just; Carpenter,anystyle,W6922437171,A theory of reading: From eye fixations to comprehension,offline_title_exact,1
490_a10,490,NA,An Introduction to Walker; Walker,anystyle,W6969431675,An Introduction to 債務重組,offline_title_exact,1
491_a2,491,NA,"Eclipse Platform, Technical Overview",anystyle,W1497690372,Eclipse Platform Technical Overview,offline_title_exact,1
491_a6,491,NA,Literary and Linguistic Computing May 29-June,anystyle,W3175327519,Literary and Linguistic Computing,offline_title_exact,1
491_a7,491,NA,Geometric data structures for multihierarchical XML tagging of manuscripts Jaromczyk; Moore,anystyle,W60087607,Geometric data structures for multihierarchical XML tagging of manuscripts,offline_title_exact,1
492_a1,492,NA,Teaching for quality learning at university Biggs,anystyle,W186840447,Teaching for quality learning at university,offline_title_exact,1
492_a2,492,NA,The Craft of Research,anystyle,W1592298879,The Craft of Research,offline_title_exact,1
492_a3,492,NA,No limits to learning Botkin; Elmandjra; Malitza 1966,anystyle,W2026624244,No limits to learning,offline_title_exact,1
492_a6,492,NA,The Theory and Practice of Learning Jarvis; Holford; Griffin 2003,anystyle,W4301027691,The Theory and Practice of Learning,offline_title_exact,1
492_a12,492,NA,The Experience of Learning 1997,anystyle,W2074156482,The experience of learning,offline_title_exact,1
492_a14,492,NA,A Handbook of Reflective and Experiential Moon,anystyle,W357505205,A Handbook of Reflective and Experiential Learning,offline_title_fuzzy,0.964
492_a15,492,NA,Learning: Theory and Practice,anystyle,W4386439996,Learning Theory and Practice,offline_title_exact,1
492_a16,492,NA,Understanding Learning and Prosser; Trigwell,anystyle,W4246210190,Understanding Learning and Memory,offline_title_fuzzy,0.9575757575757576
493_a2,493,NA,Serving the invisible researcher: meeting the needs of online users Hill,anystyle,W2065475636,Serving the invisible researcher: Meeting the needs of online users,offline_title_exact,1
493_a4,493,NA,"Listening to the Past, Speaking to the Future",anystyle,W1589370292,"Listening to the Past, Speaking to the Future",offline_title_exact,1
493_a7,493,NA,Understanding Sexton; Turner; Yeo; Hockey,anystyle,W3137908676,아렌트 ‘이해(understanding)’ 개념의 교육적 의미 고찰,offline_title_exact,1
494_a1,494,NA,Statistical Language Learning Charniak,anystyle,W2914819212,Statistical Language Learning,offline_title_exact,1
494_a2,494,NA,A practical part-of-speech tagger Cutting; Kupiec; Pedersen.; Sibun 1992,anystyle,W2046224275,A practical part-of-speech tagger,offline_title_exact,1
494_a7,494,NA,Foundations of Statistical Manning; Schuetze,anystyle,W2797013687,Foundations of Statistics,offline_title_fuzzy,0.9766153846153847
494_a9,494,NA,The role of indexing in technical communication Northrup,anystyle,W4252276737,The role of indexing in technical communication,offline_title_exact,1
494_a11,494,NA,Part-of-speech tagging with neural networks Schmid,anystyle,W2120770606,Part-of-speech tagging with neural networks,offline_title_exact,1
495_a1,495,NA,Outside the cave of shadows: Using syntactic annotation to enhance authorship attribution Baayen; Halteren; Tweedie,anystyle,W2009312480,Outside the cave of shadows: using syntactic annotation to enhance authorship attribution,offline_title_exact,1
495_a2,495,NA,An experiment in authorship attribution Baayen; Halteren; Neijt; Tweedie,anystyle,W1554215549,An experiment in authorship attribution,offline_title_exact,1
495_a5,495,NA,Computers and the Humanities 23.4-5 1989,anystyle,W2020352922,Computers and the Humanities,offline_title_fuzzy,0.96
495_a13,495,NA,The time course of language change Juola 2003,anystyle,W1836814292,The Time Course of Language Change,offline_title_exact,1
495_a15,495,NA,Association for Literary and Linguistic Computing and the,anystyle,W4253658194,Association for literary and linguistic computing,offline_title_fuzzy,0.9719298245614035
495_a16,495,NA,Association for Computers and the Humanities (ALLC/ACH,anystyle,W2293393648,Association for Computers and the Humanities (ACH),offline_title_fuzzy,0.981132075471698
495_a20,495,NA,A controlled-corpus experiment in authorship attribution by cross-entropy Juola; Baayen,anystyle,W2111802712,A Controlled-corpus Experiment in Authorship Identification by Cross-entropy,offline_title_fuzzy,0.9532287389110059
495_a23,495,NA,CNG Method with Weighted Keselj; Cercone,anystyle,W2186234443,CNG Method with Weighted Voting,offline_title_fuzzy,0.9548387096774194
495_a25,495,NA,Computational Analysis of Kucera; Francis,anystyle,W7097050019,Computational analysis of,offline_title_exact,1
495_a27,495,NA,Using literal and grammatical statistics for authorship attribution Kukushkina; Polikarpov; Khmelev,anystyle,W7097406138,Using Literal and Grammatical Statistics for Authorship Attribution,offline_title_exact,1
495_a28,495,NA,The data deluge Nerbonne,anystyle,W4230860706,The data deluge,offline_title_exact,1
496_a1,496,NA,Outside the cave of shadows: Using syntactic annotation to enhance authorship attribution Baayen; Halteren; Tweedie,anystyle,W2009312480,Outside the cave of shadows: using syntactic annotation to enhance authorship attribution,offline_title_exact,1
496_a2,496,NA,Derivational productivity and text typology Baayen,anystyle,W2013855677,Derivational productivity and text typology*,offline_title_exact,1
496_a3,496,NA,Dimensions of register variation Biber,anystyle,W76669076,Dimensions of Register Variation,offline_title_exact,1
496_a5,496,NA,Computers and Written Texts,anystyle,W7018140053,Computers and written texts,offline_title_exact,1
496_a6,496,NA,Phonology and language use Bybee,anystyle,W4230323803,Phonology and Language Use,offline_title_exact,1
496_a9,496,NA,Processing reduced word forms: The suffix restoration effect,anystyle,W2115209721,Processing reduced word forms: The suffix restoration effect,offline_title_exact,1
496_a11,496,NA,Lexical frequency and acoustic reduction in spoken Dutch Pluymaekers; Ernestus; Baayen 1999,anystyle,W1983668253,Lexical frequency and acoustic reduction in spoken Dutch,offline_title_exact,1
499_a3,499,NA,Working Memory and Language: An Baddeley,anystyle,W4226434071,Working Memory and Language,offline_title_fuzzy,0.98
499_a5,499,NA,The Ontology of the Enemy: Norbert Wiener and the Cybernetic Vision Galison 1994,anystyle,W4253073271,THE ONTOLOGY OF THE ENEMY: NORBERT WIENER AND THE CYBERNETIC VISION,offline_title_exact,1
499_a12,499,NA,Cognitive Stylistics and the Literary Lancashire,anystyle,W1501746494,Cognitive Stylistics and the Literary Imagination,offline_title_fuzzy,0.9510204081632653
499_a14,499,NA,Human Language and Our Reptilian Brain Lieberman,anystyle,W75943607,Human Language and Our Reptilian Brain,offline_title_exact,1
499_a16,499,NA,Norbert Wiener 1894-1964 Masani,anystyle,W4210726404,Norbert Wiener 1894–1964,offline_title_exact,1
499_a17,499,NA,"The Magical Number Seven, plus or minus Two Miller",anystyle,W2582390981,"The Magical Number Seven, Plus or Minus Two - PLUNGE",offline_title_fuzzy,0.9714285714285714
499_a22,499,NA,An Introduction to Information Theory Pierce,anystyle,W2172167380,An Introduction to Information Theory,offline_title_exact,1
499_a23,499,NA,Towards a New Poeppel; Hickok,anystyle,W7099950916,Towards a New,offline_title_exact,1
499_a26,499,NA,Cybernetics or Control and Communication in the Animal and the Machine Wiener 1993,anystyle,W2079098866,"Cybernetics, or Control and Communication in the Animal and the Machine.",offline_title_exact,1
499_a27,499,NA,The Human Use of Human Beings Wiener,anystyle,W4243241279,The Human Use of Human Beings,offline_title_exact,1
499_a28,499,NA,Cybernetics and Society 1967,anystyle,W2799220266,Cybernetics and Society,offline_title_exact,1
500_a2,500,NA,Les règles de l’art. Genèse et structure du champ littéraire Bourdieu 1992,anystyle,W1565410409,Les règles de l'art: genèse et structure du champ littéraire,offline_title_exact,1
501_a2,501,NA,Metadata Authority Description Schema,anystyle,W6974370769,Metadata Authority Description Schema (MADS),offline_title_fuzzy,0.9761904761904762
502_a8,502,NA,Online Archive of California 2004,anystyle,W6936455053,Online Archive of California,offline_title_exact,1
502_a9,502,NA,Encoded Archival Description Pearce-Moses,anystyle,W2611205009,Encoded Archival Description,offline_title_exact,1
502_a10,502,NA,Glossary of Archival and Records Terminology,anystyle,W1523552741,Glossary of Archival and Records Terminology,offline_title_exact,1
505_a1,505,NA,History and Memory: The Problem of Blouin,anystyle,W2509595411,History and Memory: The Problem of,offline_title_exact,1
505_a2,505,NA,Publications of the Modern Language Association of America 119.2 2004-03,anystyle,W7014781422,Publications of the Modern Language Association of America,offline_title_fuzzy,0.98125
505_a5,505,NA,Information Needs in the Humanities Gould,anystyle,W7047804200,Information needs in the humanities,offline_title_exact,1
507_a4,507,NA,Coat of arms Carson 2002,anystyle,W78187646,Coat of Arms.,offline_title_exact,1
507_a13,507,NA,Coats of arms Nicholl 2002,anystyle,W597197555,Coats of Arms,offline_title_exact,1
508_a4,508,NA,"The TAO of Topic Maps, finding the way in the age of infoglut Pepper",anystyle,W114126034,The TAO of Topic Maps finding the way in the age of infoglut,offline_title_exact,1
511_a1,511,NA,Patterns of Hypertext Bernstein,anystyle,W1963862494,Patterns of hypertext,offline_title_exact,1
511_a3,511,NA,Structural Patterns and Hypertext Rhetoric Bernstein,anystyle,W2057640438,Structural patterns and hypertext rhetoric,offline_title_exact,1
511_a4,511,NA,The Rhetoric of New Media Chun,anystyle,W2465651746,The Rhetoric of New Media,offline_title_exact,1
511_a8,511,NA,Socrates in the Labyrinth Kolb,anystyle,W6959596122,Socrates in the Labyrinth (Kolb),offline_title_fuzzy,0.9666666666666667
511_a11,511,NA,The Differences Thomas; Ayers,anystyle,W4245036172,The Differences,offline_title_exact,1
512_a1,512,NA,Utility of an OAI Service Provider Search Portal,anystyle,W2144622447,Utility of an OAI service provider search portal,offline_title_exact,1
513_a5,513,NA,The Linguistic Data Consortium,anystyle,W7098812546,• The Linguistic Data Consortium,offline_title_exact,1
513_a8,513,NA,The Newcastle Electronic Corpus of Tyneside English,anystyle,W3160004228,The Newcastle Electronic Corpus of Tyneside English 2,offline_title_fuzzy,0.9924528301886792
513_a10,513,NA,Statistics for Corpus Linguistics,anystyle,W1501095784,Statistics for Corpus Linguistics,offline_title_exact,1
513_a11,513,NA,Neighbours or enemies? Competing variants causing differences in transitional dialects,anystyle,W1504718005,Neighbours or Enemies? Competing Variants Causing Differences in Transitional Dialects,offline_title_exact,1
513_a12,513,NA,Scottish Corpus of Texts and Speech,anystyle,W7015078160,Scottish corpus of texts and speech (SCOTS),offline_title_fuzzy,0.9707317073170731
513_a14,513,NA,The Text Encoding Initiative,anystyle,W2140352991,The Text Encoding Initiative,offline_title_exact,1
513_a16,513,NA,University Centre for Computer Corpus Research on Language,anystyle,W2187172525,University Centre for Computer Corpus Research on Language Technical Papers,offline_title_fuzzy,0.9546666666666667
513_a17,513,NA,Language attitudes and social identity Winsa,anystyle,W7086619667,Language attitudes and social identity,offline_title_exact,1
514_a1,514,NA,Unicode and Historic Scripts Anderson,anystyle,W2160145247,Unicode and Historic Scripts,offline_title_exact,1
514_a2,514,NA,The Future of Bia; Sanchez-Quero,anystyle,W7069316298,The Future of...,offline_title_exact,1
514_a3,514,NA,The Sound of Two Hands Clapping Dreyfus,anystyle,W2107067440,The sound of two hands clapping:,offline_title_exact,1
514_a5,514,NA,How we became posthuman Hayles,anystyle,W2317000643,How We Became Posthuman,offline_title_exact,1
515_a1,515,NA,Shallow Methods for Named Entity Coreference,anystyle,W2150380784,Shallow Methods for Named Entity Coreference Resolution,offline_title_fuzzy,0.96
515_a5,515,NA,Information extraction via double classification Sitter; Daelmans,anystyle,W2149430911,Information Extraction via Double Classification,offline_title_exact,1
515_a6,515,NA,Information Extraction From HTML: Application of a General Learning Approach Freitag,anystyle,W1553229631,Information extraction from HTML: application of a general machine learning approach,offline_title_fuzzy,0.9593895582329317
515_a9,515,NA,Ellogon: A new text engineering platform Petasis; Karkaletsis; Paliouras; Androutsopoulos; Spyropoulos 2002,anystyle,W1860762366,Ellogon: A New Text Engineering Platform,offline_title_exact,1
516_a1,516,NA,eXist: An Open Source Native XML Meier,anystyle,W2502435097,eXist: An Open Source Native XML Database,offline_title_fuzzy,0.955
