ref_id,work_id,ref_doi,ref_search,oa_title,correct,ref_quality,openalex_id,match_method,confidence
7163_a2,7163,NA,Reference grammars for the Vernacular,Reference grammars for the computational age,,anystyle,W7115236637,offline_title_fuzzy,0.926564532446885
1242_a3,1242,NA,'Advanced Semantic Management of 2007,Advanced Semantic Management of Digital Resources,,anystyle,W2098505434,offline_title_fuzzy,0.926530612244898
8482_a1,8482,NA,"Computers, Language Learning and 1985","Computers, Language Learning and Language Teaching",,anystyle,W2074414832,offline_title_fuzzy,0.926530612244898
1861_a1,1861,NA,"EUR-Lex Access to European Union, eur-lex.europa.eu/en/index.htm",EUR-LEX: Access to European Union Law,,anystyle,W6990932656,offline_title_fuzzy,0.926519916142558
319_a4,319,NA,Old English Verse Texts from Many Sources: A,Old English verse texts from many sources : a comprehensive collection,,anystyle,W2513609053,offline_title_fuzzy,0.926470588235294
1272_a3,1272,NA,Codename: Revolution: The Nintendo Wii Video Game Console Jones; Forthcoming 2012,Codename revolution: the Nintendo Wii platform,,anystyle,W559974119,offline_title_fuzzy,0.926435082532644
10751_r22,10751,NA,D3 – Data-Driven Documents: https://d3js.org/,D3 Data-Driven Documents Pocket Primer,,xml_bibl,W2747951366,offline_title_fuzzy,0.926315789473684
795_a38,795,NA,"English Literature, Electronic Text and Warwick",English literature [electronic resource] /,,anystyle,W7028316756,offline_title_fuzzy,0.926315789473684
1559_a13,1559,NA,The Machine is Us/ing Us (Final Version Wesch 2007,The Machine is Us/ing Us,,anystyle,W1037661681,offline_title_fuzzy,0.926315789473684
1695_a4,1695,NA,'D3: Data-Driven Documents Bostock; Ogievetsky; Heer 2011,D3 Data-Driven Documents Pocket Primer,,anystyle,W2747951366,offline_title_fuzzy,0.926315789473684
1785_a1,1785,NA,D3: Data-Driven Documents Bostock; Ogievetsky; Heer 2011 2011-10,D3 Data-Driven Documents Pocket Primer,,anystyle,W2747951366,offline_title_fuzzy,0.926315789473684
2039_a7,2039,NA,"Découvrir l’architecture, du Linteau éd Eiler 2002 1959","""Découvrir l'architecture""",,anystyle,W7055848418,offline_title_fuzzy,0.926315789473684
3962_a5,3962,NA,D3 data-driven documents Bostock; Ogievetsky; Heer 2011,D3 Data-Driven Documents Pocket Primer,,anystyle,W2747951366,offline_title_fuzzy,0.926315789473684
1242_a60,1242,NA,High-Resolution Imagery for Delhi,High-Resolution Imagery of Earth at Night,,anystyle,W6887578203,offline_title_fuzzy,0.926195074267458
29_a13,29,NA,"Electronic Dictionaries with Particular Reference to an Electronic Bilingual Dictionary for English-speaking Learners of Japanese"" Sharpe 1995",Electronic Dictionaries with Particular Reference to the Design of an Electronic Bilingual Dictionary for English-speaking Learners of Japanese,,anystyle,W2057395636,offline_title_fuzzy,0.926156014528108
7172_a6,7172,NA,"Computing Machinery and Intelligence"". Originally published in 1950 Turing",Computing Machinery and Intelligence (1950),,anystyle,W2145482038,offline_title_fuzzy,0.926153846153846
1239_a3,1239,NA,'Rethinking the Boundaries of Educational Discourse 1994,"Rethinking the Boundaries of ""Criminal Justice""",,anystyle,W2902998578,offline_title_fuzzy,0.926095238095238
4162_a5,4162,NA,Building Complex Research Collections in Digital Libraries: A Survey of Ontology Implications 2015 2015,Building Complex Research Collections in Digital Libraries,,anystyle,W2019773980,offline_title_fuzzy,0.926086956521739
1211_a27,1211,NA,'Women’s Economies in North America before 1820 2006,Women's Economies in North America before 1820: Special Forum Introduction,,anystyle,W2130018686,offline_title_fuzzy,0.926027397260274
857_a10,857,NA,Practical Machine Learning Tools and Techniques,Practical machine learning in smart homes,,anystyle,W2796126726,offline_title_fuzzy,0.926015349739164
7717_a11,7717,NA,A Statistical Approach to the Problem of the Chronology of Shakespeare's Plays Yardi 1946,A STATISTICAL APPROACH TO THE PROBLEM OF THE PHYLOGENY OF A GENUS OF FERNS,,anystyle,W2055540783,offline_title_fuzzy,0.926010281234162
4070_a5,4070,NA,Auto-encoder-based shared midlevel visual dictionary learning for scene classification using very high resolution remote sensing images Cheng 2015,Auto‐encoder‐based shared mid‐level visual dictionary learning for scene classification using very high resolution remote sensing images,,anystyle,W1963500125,offline_title_fuzzy,0.925936819172113
2438_r1,2438,NA,Max-Planck-Institut für Informatik: YAGO (2011). https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/yago-naga/yago/ (accessed 3.01.2016).,"Max-Planck-Institut fur Informatik,",,xml_bibl,W7098305749,offline_title_fuzzy,0.925925925925926
1955_a10,1955,NA,Political Communication in Media Society: Does Democracy Still Enjoy an Epistemic Dimension? Habermas 2006 2006,Political Communication in Media Society: Does Democracy Still Enjoy an Epistemic Dimension? The Impact of Normative Theory on Empirical Research,,anystyle,W7118892387,offline_title_fuzzy,0.925874125874126
761_a6,761,NA,Analyzing Trends in the Blogosphere Using Human-Centered,Analyzing Trends in the Blogosphere Using Human-Centered Analysis and Visualization Tools,,anystyle,W2296640281,offline_title_fuzzy,0.925842696629214
3976_a17,3976,NA,Julfa: The Annihilation of Armenian Cemetery by Nakhichevan's Azerbaijani Authorities Armenian Architecture 2006,Julfa the annihilation of the Armenian Cemetery by Nakhijevan's Azerbaijani Authorities,,anystyle,W7057475281,offline_title_fuzzy,0.925773042910559
991_a24,991,NA,Worlds Apart: Narratology of Malmgren 1991,Worlds apart: narratology of science fiction,,anystyle,W2091610055,offline_title_fuzzy,0.925581395348837
1004_a16,1004,NA,Vocabulary Richness and the Holmes 1991,Vocabulary Richness and the Prophetic Voice,,anystyle,W1988325585,offline_title_fuzzy,0.925581395348837
2167_r1,2167,NA,"Borgatti, S. P., Everett, M. G. and Johnson, J. C. (2013). Analyzing Social Networks. SAGE.","Borgatti, S. P., Everett, M. G., & Johnson, J. C. (2013). Analyzing Social Networks",,xml_bibl,W2258587574,offline_title_fuzzy,0.925569520816968
469_a7,469,NA,Multi Dimensional Texts in a One Huitfeldt,Multi-dimensional texts in a one-dimensional medium,,anystyle,W2061569511,offline_title_fuzzy,0.925490196078431
748_a4,748,NA,Multi-dimensional Texts in a One Huitfeldt,Multi-dimensional texts in a one-dimensional medium,,anystyle,W2061569511,offline_title_fuzzy,0.925490196078431
799_a4,799,NA,Edutainment in 3D Virtual Worlds Experience,Edutainment in 3D virtual worlds. The SEE experience,,anystyle,W6981306686,offline_title_fuzzy,0.925490196078431
1217_a7,1217,NA,Cross-Language System Evaluation 2005,Cross-language system evaluation: the CLEF campaigns,,anystyle,W7132477728,offline_title_fuzzy,0.925490196078431
1164_a9,1164,NA,"ProPOSEL, a Prosody and PoS English Lexicon'",ProPOSEL: A Prosody and POS English Lexicon for Language Engineering,,anystyle,W200561625,offline_title_fuzzy,0.925373134328358
1964_a2,1964,NA,Humanistic approaches to graphical display Drucker 2011,Humanistic Approaches to Financial Therapy,,anystyle,W22940196,offline_title_fuzzy,0.925353925353925
3910_a3,3910,NA,The Use of Literary Quotations in the OED” Brewer 2010,The Use of Literary Quotations in the Oxford English Dictionary,,anystyle,W2042053729,offline_title_fuzzy,0.925280681378242
6494_r13,6494,NA,"Wenger, E. (1998). Communities of practice: Learning, meaning, and identity. Cambridge, UK: Cambridge University Press.","Wenger, E. (1998). Communities of practice: Learning, meaning and identity",,xml_bibl,W2191385409,offline_title_fuzzy,0.925233644859813
1256_a8,1256,NA,"Representative Irish Tales, Humanities Press Yeats 1979",Representative Irish tales : second series /,,anystyle,W7033349714,offline_title_fuzzy,0.925219638242894
12014_r10,12014,NA,Corpus-Based Language Studies: An Advanced Resource Book Routledge & CRC Press (accessed 28 April 2022).,Corpus-Based Language Studies: An Advanced Resource Book (review),,xml_bibl,W1522084886,offline_title_fuzzy,0.925046514437598
10990_r6,10990,NA,SPECTRUM The UK Museum Documentation Standard. http://museumswesen.smwk.sachsen.de/download/spectrum-de-3-1_21-1-2013.pdf [letzter Zugriff: 05.07.2019].,SPECTRUM : The UK Museum Documentation Standard,,xml_bibl,W643288696,offline_title_fuzzy,0.925
546_a1,546,NA,'Delta': a Measure of Stylistic Difference and a Burrows,'Delta': a Measure of Stylistic Difference and a Guide to Likely Authorship,,anystyle,W2107317033,offline_title_fuzzy,0.925
840_a1,840,NA,Clustering versus Faceted Categories for Hearst,Clustering versus faceted categories for information exploration,,anystyle,W2053606794,offline_title_fuzzy,0.925
934_a10,934,NA,Irish students at Leuven University Nilis 2006,"Irish Students at Leuven University, 1548-1797 (With Index)",,anystyle,W2801762679,offline_title_fuzzy,0.925
995_a19,995,NA,Using Citations for Ranking in Larse 2006,Using citations for ranking in digital libraries,,anystyle,W2018319765,offline_title_fuzzy,0.925
2005_a2,2005,NA,A New History of English Metre Modern Humanities Duffell 2008,A new history of English metre,,anystyle,W7049085547,offline_title_fuzzy,0.925
3868_a3,3868,NA,Geographical information and historical research Gregory; Kemp; Mostern 2001,Geographical information on the sample orchards.,,anystyle,W6904325551,offline_title_fuzzy,0.924936087745341
451_a14,451,NA,Neural computation in stylometry: An application to the works of Shakespeare and Matthews; Merriam,Neural Computation in Stylometry II: An Application to the Works of Shakespeare and Marlowe,,anystyle,W4250551670,offline_title_fuzzy,0.924922644163151
3780_a1,3780,NA,Advocating for the Humanities,Advocating for the Human Rights of Prisoners,,anystyle,W4399903924,offline_title_fuzzy,0.924921630094044
2153_a4,2153,NA,"Geographical and linguistic diversity in the Digital Humanties, Literary and Linguistic Computing Galina 2014",Geographical and linguistic diversity in the Digital Humanities,,anystyle,W2076771101,offline_title_fuzzy,0.924900793650794
10582_r1,10582,NA,DARIAH-DE. Digital Research Infrasructure for the Arts and Humanities. Göttingen https://de.dariah.eu/.,DARIAH-DE : Digital Research Infrastructure for the Arts and Humanities,,xml_bibl,W6927172215,offline_title_fuzzy,0.924749163879599
1434_a6,1434,NA,An Introduction to Bibliography for Literary Students. 2nd impression with corrections McKerrow 1928,An introduction to bibliography for literary students,,anystyle,W7086593123,offline_title_fuzzy,0.924705882352941
1797_a11,1797,NA,What Narratology and Stylistics Can Do for Each Other. A Companion to Narrative Theory Shen,What Narratology and Stylistics Can Do for Each Other,,anystyle,W1562487381,offline_title_fuzzy,0.924705882352941
1054_a10,1054,NA,"Information Society Directorate-General, <http://www",Information Society Directive,,anystyle,W2953330663,offline_title_fuzzy,0.924668435013263
3833_a22,3833,NA,Reading Machines: Toward an Algorithmic Criticism. Topics in the Digital Humanities Ramsay 2011,Reading Machines. Toward an Algorithmic Criticism. Stephen Ramsay.,,anystyle,W2130006213,offline_title_fuzzy,0.92459594645387
767_a16,767,NA,Culture and Technology: The Way We Live McGann,"Culture and technology: the way we live now, what is to be done?",,anystyle,W2091504144,offline_title_fuzzy,0.924590163934426
899_a10,899,NA,Culture and Technology: The Way We Live McGann,"Culture and technology: the way we live now, what is to be done?",,anystyle,W2091504144,offline_title_fuzzy,0.924590163934426
1964_a4,1964,NA,The Digital Humanities as a Laboratory Under advance contract Earhart XXXX,The Digital Humanities as a Laboratory,,anystyle,W3085239473,offline_title_fuzzy,0.924590163934426
3841_a2,3841,NA,Virtual reality tools for the West Gouranton 2014,Virtual reality tools for Internet robotics,,anystyle,W2119248152,offline_title_fuzzy,0.924572503419973
1453_a1,1453,NA,Switching Codes. Thinking through New Technology in the Humanities and the Arts 2011,Switching codes: thinking through digital technology in the humanities and the arts,,anystyle,W167093669,offline_title_fuzzy,0.924567854909318
18_a3,18,NA,Implementing the Seven Principles Chickering; Ehrmann 1997,IMPLEMENTING THE SEVEN PRINCIPLES: Technology as Lever,,anystyle,W36403859,offline_title_fuzzy,0.924528301886793
2020_a7,2020,10.1007/s00371-013-0884-3.,Detecting Siblings in Image Pairs.”The Visual Computer Vieira; Bottino; Laurentini; Simone 2013,Detecting siblings in image pairs,,anystyle,W2123619251,offline_title_fuzzy,0.924528301886793
2448_r18,2448,NA,- TEI (Text Encoding Initiative). http://www.tei-c.org/index.xml (accessed 29 February 2016).,TEI (Text Encoding Initiative),,xml_bibl,W7034091640,offline_title_fuzzy,0.924444444444445
2608_r7,2608,NA,TEI: Text Encoding Initiative (2013). tei-c.org. Available at: http://tei-c.org/index.xml/ [Accessed on 27 Oct. 2015].,TEI (Text Encoding Initiative),,xml_bibl,W7034091640,offline_title_fuzzy,0.924444444444445
10522_r2,10522,NA,Berlin-Brandenburgische Akademie der Wissenschaften (2007-2015): Deutsches Textarchivwww.deutschestextarchiv.de.,Berlin-Brandenburgische Akademie der Wissenschaften,,xml_bibl,W2794746432,offline_title_fuzzy,0.924390243902439
984_a7,984,NA,Word Patterns and Story Shapes: The Statistical,Word-Patterns and Story-Shapes: The Statistical Analysis of Narrative Style,,anystyle,W2064762878,offline_title_fuzzy,0.924324324324324
463_a1,463,NA,The Center for Research on Tibet's Web Site,The Center for Research on Extreme Batteries | NIST,,anystyle,W2896246472,offline_title_fuzzy,0.924311817750356
7087_a2,7087,NA,"Cultural Transmission and Evolution: a quantitative approach, monographs in population biology, 16 Cavallai-Sforza; Feldman",Cultural transmission and evolution: A quantitative approach,,anystyle,W2266332169,offline_title_fuzzy,0.92421052631579
7872_a3,7872,NA,"Localised, Personalised and Constructivist: A Space for On­Line Museum Learning Digital Cultural Heritage: a critical discourse Parry; Arbach 2006","Localised, Personalised and Constructivist: A Space for On-Line Museum Learning",,anystyle,W2475952013,offline_title_fuzzy,0.924193548387097
869_a7,869,NA,"Corpus Stylistics, Stylometry, and the Hoover 2007","Corpus Stylistics, Stylometry, and the Styles of Henry James",,anystyle,W235857814,offline_title_fuzzy,0.924137931034483
2519_r12,2519,NA,"Wenger, E. (1998). Communities of Practice: Learning, Meaning, and Identity, Cambridge, U.K.: Cambridge University Press.","Wenger, E. (1998). Communities of practice: Learning, meaning and identity",,xml_bibl,W2191385409,offline_title_fuzzy,0.924074074074074
748_a14,748,NA,Transcription of the Manuscripts of the Wife of Bath's,Transcription of the Manuscript Text,,anystyle,W4321345978,offline_title_fuzzy,0.924074074074074
992_a8,992,NA,Image Restoration of Damaged or Knox,Image restoration of damaged or erased manuscripts,,anystyle,W1575884470,offline_title_fuzzy,0.924
1119_a5,1119,NA,On Challenges And Opportunities',On Challenges and Opportunities of Adult Education,,anystyle,W2360226910,offline_title_fuzzy,0.924
2334_r8,2334,NA,"INKE (Implementing New Knowledge Environments). (2012). Havana Gathering 2012, http://inke.ca/projects/inke-conference-2012-havana/.",INKE: Implementing New Knowledge Environments,,xml_bibl,W6973887787,offline_title_fuzzy,0.923943661971831
507_a7,507,NA,Facsimile of the original edition by 1969,Facsimile of the Original Handwritten Text,,anystyle,W2483610643,offline_title_fuzzy,0.92390873015873
551_a3,551,NA,Development in Information Retrieval 2002,development in Information-Centric Systems,,anystyle,W7095421488,offline_title_fuzzy,0.92390873015873
801_a17,801,NA,Bootstrapping Multilingual Geographical Erp 2006,Bootstrapping Multilingual Geographical Gazetteers from Corpora,,anystyle,W2101160152,offline_title_fuzzy,0.923809523809524
4081_a7,4081,NA,Emotion analysis as a regression problem: Dimensional models and their implications on emotion representation and metrical evaluation Buechel; Hahn 2016,Emotion Analysis as a Regression Problem &amp;ndash; Dimensional Models and Their Implications on Emotion Representation and Metrical Evaluation,,anystyle,W2573032414,offline_title_fuzzy,0.923794280836534
1589_a18,1589,NA,Macroanalysis: Digital Methods and Literary History (Topics in the Digital Humanities Jockers 2013,Macroanalysis. Digital Methods and Literary History. Matthew L. Jockers.,,anystyle,W1970074551,offline_title_fuzzy,0.923702161587527
8041_a2,8041,NA,A Statistical Method for Determining Authorship Ellegård 1962 1769,"A statistical method for determining authorship : the Junius letters, 1769-1772",,anystyle,W571631301,offline_title_fuzzy,0.923684210526316
3986_a15,3986,NA,Modular Decomposition of Markov Chain: Detecting Overlapping and Hierarchically Organized Communities in Networks Okamoto; Qiu 2015,Modular decomposition of Markov chain: detecting hierarchical organization of pervasive communities,,anystyle,W2972993373,offline_title_fuzzy,0.92359693877551
10995_r14,10995,NA,"Nünning, Vera / Nünning, Ansgar (eds. 2010): Methoden der literatur- und kulturwissenschaftlichen Textanalyse: Ansätze – Grundlagen – Modellanalysen. Stuttgart, Weimar: Metzler.","Nünning, Vera; Nünning, Ansgar (Hrsg.): Methoden der literatur- und kulturwissenschaftlichen Textanalyse. Ansätze – Grundlagen – Modellanalysen",,xml_bibl,W2612294391,offline_title_fuzzy,0.923516387079353
1724_a7,1724,NA,Information technology — Document Schema Definition Language (DSDL) — Part 2: Regular-grammar-based validation 2008,Information technology — Document Schema Definition Languages (DSDL) — Part 3: Rule-based validation using Schematron,,anystyle,W7137723163,offline_title_fuzzy,0.923453221535746
495_a18,495,NA,Literary and Linguistic Computing and the Association for,Literary and Linguistic Computing [Guest Editors],,anystyle,W63136445,offline_title_fuzzy,0.923438189283654
906_a6,906,NA,The Digital Queer: Weblogs and Rak 2005,The Digital Queer: Weblogs and Internet Identity,,anystyle,W2109369188,offline_title_fuzzy,0.923404255319149
1072_a3,1072,NA,Thinking about Interpretation Bradley 2008,Thinking about interpretation: A reply to Snyder,,anystyle,W2051425034,offline_title_fuzzy,0.923404255319149
2076_a5,2076,NA,Scholarly use of web archives Hockx-Yu 2013-02-15,Scholarly Use of Web Archives in Ireland [Report],,anystyle,W7070946949,offline_title_fuzzy,0.923404255319149
4059_a1,4059,NA,The Stakes in the Google Book Courant 2009,The Stakes in the Google Book Search Settlement,,anystyle,W4234893380,offline_title_fuzzy,0.923404255319149
3808_a7,3808,NA,Convolutional Networks for Large-Scale Image Recognition,Convolutional networks for vehicle track segmentation,,anystyle,W2748167234,offline_title_fuzzy,0.923393980233603
541_a19,541,NA,"Style, Precept, Personality: A Test Case Cluett","Style, precept, personality: A test case (Thomas Sprat, 1635–1713)",,anystyle,W2329200280,offline_title_fuzzy,0.923333333333333
796_a18,796,NA,"Style, Precept, Personality: A Test Case Cluett","Style, precept, personality: A test case (Thomas Sprat, 1635–1713)",,anystyle,W2329200280,offline_title_fuzzy,0.923333333333333
801_a15,801,NA,Identifying Named Entities in Text Sporleder; Erp; Bosch; Arntzen,Identifying Named Entities as they are Typed,,anystyle,W3156695367,offline_title_fuzzy,0.923262032085562
375_a6,375,NA,"Proceedings of the 1st Workshop on Text, Speech and Dialogue",Proceedings of the 1st Workshop on Human Factors in Hypertext,,anystyle,W7070733848,offline_title_fuzzy,0.923242829507148
2144_a5,2144,NA,"The digital archive: The data deluge arrives in the humanities. Time Will Tell, But Epistemology Won't Borgman 2010-05",The Digital Archive: The Data Deluge arrives in the Humanities,,anystyle,W249960284,offline_title_fuzzy,0.923232323232323
1455_a7,1455,NA,Digital Preservation and Deep Infrastructure Granger 2002,Digital Preservation and the Cedars Project,,anystyle,W2035785869,offline_title_fuzzy,0.9231556693001
2105_a3,2105,NA,For more information about REST APIs 2014-03,"For more information about this research, contact:",,anystyle,W7097568649,offline_title_fuzzy,0.923134920634921
1675_a8,1675,NA,Forschung am rande des palographischen zweifels: Die edv-basierte erfassung individueller schriftzge im projekt damals Hofmeister; Hofmeister-Winter; Thallinger 2009,Forschung am Rande des paläographischen Zweifels: Die EDV-basierte Erfassung individueller Schriftzüge im Projekt DAmalS,,anystyle,W1590078908,offline_title_fuzzy,0.923134381957911
4016_a5,4016,NA,Data Visualization for Human Perception ” Few 2013,Data Visualization for History,,anystyle,W6885934983,offline_title_fuzzy,0.923113553113553
491_a1,491,NA,Database Support for Image-based Dekhtyar,Database Support for Image-Based Electronic Editions,,anystyle,W157617979,offline_title_fuzzy,0.923076923076923
1004_a33,1004,NA,The Founder of Mormonism: A Psychological Riley 1902,"The founder of Mormonism : a psychological study of Joseph Smith, Jr.",,anystyle,W242391635,offline_title_fuzzy,0.923076923076923
1224_a10,1224,NA,'The Computer and Urban Modelling: Experiences Through 2000,The computer and Urban Modelling,,anystyle,W155707718,offline_title_fuzzy,0.923076923076923
496_a8,496,NA,"Probabilistic relations between words: Evidence from reduction in lexical production."" Frequency and the emergence of linguistic structure",Probabilistic Relations between Words: Evidence from Reduction in Lexical Production,,anystyle,W7097428434,offline_title_fuzzy,0.922962962962963
79_a4,79,NA,The role of digital libraries in future educational systems Barker 1998,The Role of Digital Libraries in Higher Education,,anystyle,W2289010651,offline_title_fuzzy,0.922882508935778
998_a2,998,NA,Classification and Its Consequences,"Classification and Its Consequences: The Case of ""Fiber Art""",,anystyle,W2070544205,offline_title_fuzzy,0.92280701754386
1664_a2,1664,NA,Trier Center for Digital Humanities,Trier Center for Digital Humanities: Doktorandenstipendium,,anystyle,W6936892556,offline_title_fuzzy,0.92280701754386
4051_a4,4051,NA,Open Source Software for Exploring and Manipulating,Open-Source Software for Learning Management,,anystyle,W2496327344,offline_title_fuzzy,0.922757706186688
375_a9,375,NA,Electronic Text Encoding and Interchange - TEI,Electronic Text Encoding in the Humanities,,anystyle,W4246747837,offline_title_fuzzy,0.922750672750673
11783_r8,11783,NA,Deutsche Nationalbibliothek (2019a). GND Gender .,Deutsche Nationalbibliothek,,xml_bibl,W4250889277,offline_title_fuzzy,0.922727272727273
1956_a4,1956,NA,Las Humanidades Digitales vistas desde España González-Blanco,Las Humanidades Digitales desde Argentina,,anystyle,W2464649758,offline_title_fuzzy,0.922675795179004
1791_a11,1791,NA,Is humanities computing an academic discipline? An interdisciplinary seminar Nowviskie; Unsworth 1999,Is Humanities Computing an Academic Discipline,,anystyle,W2982415327,offline_title_fuzzy,0.922666666666667
1734_a6,1734,NA,Archaeology 2.0: New Approaches to Communication and Collaboration Location: Cotsen Institute of Archaeology Kansa; Kansa; Watrall 2011,Archaeology 2.0: New Approaches to Communication and Collaboration,,anystyle,W6955627455,offline_title_fuzzy,0.922641509433962
3981_a1,3981,NA,Digital Publishing in the Tradition of Ball 2013,Digital Publishing in the Arts and Humanities,,anystyle,W2295693160,offline_title_fuzzy,0.922623224728488
775_a20,775,NA,Editor's Introduction: Image-based Kirschenbaum,Editor's Introduction: Imaging and Printers.,,anystyle,W2404849391,offline_title_fuzzy,0.922594609691384
609_a20,609,NA,Le Délire et les rêves dans la « Gradiva Freud 1907 1986,"Le délire et les rêves dans « La Gradiva » de Jensen, S. Freud (1907a)",,anystyle,W2137195689,offline_title_fuzzy,0.92258064516129
542_a13,542,NA,Towards a Curriculum for Humanities Computing Hockey,Towards a curriculum for ethnic minority pupils,,anystyle,W1977023803,offline_title_fuzzy,0.922543965865191
864_a4,864,NA,Building a syntactically annotated corpus Hajič 1998,Building a Syntactically Annotated Historical Corpus of Basque,,anystyle,W4308558537,offline_title_fuzzy,0.922501966955153
1423_a3,1423,NA,Multi-Modal Emotion Recognition from Speech and Text Chuang; Wu 2004,"Multi-modal emotion recognition - more ""cognitive"" machines,",,anystyle,W3130131340,offline_title_fuzzy,0.922456673761022
3831_a8,3831,NA,Nuovi dati sui culti del settore meri-dionale del grande santuario urbano” Marconi 2013,Nuovi dati sui culti del settore meridionale del grande santuario urbano di Selinunte,,anystyle,W2952459466,offline_title_fuzzy,0.922449637389202
1608_a3,1608,NA,Reinventing Research?: Information Practices in the Humanities. A Research Information Network Report Bulger; Meyer; Flor; Terras; Wyatt; Jirotka; Eccles; Madsen 2011,Reinventing Research? Information Practices in the Humanities,,anystyle,W6917831531,offline_title_fuzzy,0.922448979591837
4059_a4,4059,NA,The HathiTrust Research Center Workset Ontology: A,The HathiTrust Research Center,,anystyle,W1965879352,offline_title_fuzzy,0.922448979591837
797_a8,797,NA,The Accuracy and Consistency of the Census Holmes,[The accuracy and consistency of dental radiometers].,,anystyle,W2461102588,offline_title_fuzzy,0.922426065162907
1937_a19,1937,NA,"Evidence of Intertextuality: Investigating Paul the Deacon's Angustae Vitae, Literary and Linguistic Computing 26.3.285-296 Forstall; Jacobson; Scheirer 2011",Evidence of intertextuality: investigating Paul the Deacon's Angustae Vitae,,anystyle,W2168297987,offline_title_fuzzy,0.922314049586777
2034_a10,2034,NA,Managing the Lifecycle of Information DeFerrari 2002,Managing the lifecycle of your robot,,anystyle,W2202663323,offline_title_fuzzy,0.922162162162162
2034_a16,2034,NA,Managing the Lifecycle of Information DeFerrari 2002,Managing the lifecycle of your robot,,anystyle,W2202663323,offline_title_fuzzy,0.922162162162162
1422_a1,1422,NA,Measuring the Usefulness of Function Words for Authorship Attribution.Proceedings of the 2005 ACH/ALLC conference Argamon; Levitan 2005 2005-06,Measuring the usefulness of function words for authorship attribution,,anystyle,W7058186782,offline_title_fuzzy,0.92212389380531
769_a8,769,NA,Linguistics Association of Australia 17 1998,LINGUISTICS ASSOCIATION OF GREAT BRITAIN,,anystyle,W4205282128,offline_title_fuzzy,0.922109557109557
46_a2,46,NA,Stijn Streuvels. De teleurgang van den Waterhoek. Elektronisch-kritische editie Smedt; Vanhoutte 2000,Stijn Streuvels - De teleurgang van den Waterhoek,,anystyle,W6996576875,offline_title_fuzzy,0.922077922077922
1420_a9,1420,NA,Achievements and Challenges in the Description of the Languages of Melanesia Hammarström; Nordhoff,Achievements and challenges in the management of inflammatory bowel disease,,anystyle,W2141450133,offline_title_fuzzy,0.922045407636739
1311_a17,1311,NA,"A Survey of Digital Humanities Centers in the United States, Council on Library and Information Resources Zorich 2008",A Survey of Digital Humanities Centers in the United States. CLIR Publication No. 143.,,anystyle,W1600464810,offline_title_fuzzy,0.922031358149247
2656_r10,2656,NA,"Postman, N. (1992). Technopoly: The surrender of culture to technology (Reprint edition). New York: Vintage.","Postman, N. (1992). Technopoly: The surrender of culture to technology. New York: Knopf. 222 pp., $21.00",,xml_bibl,W1971776098,offline_title_fuzzy,0.921967500524826
319_a7,319,NA,A Strategic Policy Framework for Creating and Beagrie; Greenstein,A strategic policy framework for equality issues,,anystyle,W7034118361,offline_title_fuzzy,0.921959064327485
2306_r5,2306,NA,Data Information Literacy. (n.d.). http://wiki.lib.purdue.edu/display/ste/Home (accessed 28 May 2014).,Data Information Literacy,,xml_bibl,W4301878089,offline_title_fuzzy,0.921951219512195
3979_a14,3979,NA,Hromundar saga Gripssonar and the Griplur Hooper 1934,Hrómundar saga Gripssonar,,anystyle,W7130638358,offline_title_fuzzy,0.921951219512195
3782_a19,3782,NA,Manual de literatura española. 7: Época del realismo 1983,manual de literatura española pdf,,anystyle,W6892772959,offline_title_fuzzy,0.921939393939394
9144_a9,9144,NA,Statistical Analyses and a Model of Semantic Growth',"Statistical Analyses and the ""Laws"" of Price",,anystyle,W2128689064,offline_title_fuzzy,0.921876067500171
312_a3,312,NA,Intertextual Encoding in the Writing of Gomboc; Renear; Wood 2001,Intertextual Encoding in the Writing of Women's Literary History,,anystyle,W1963832348,offline_title_fuzzy,0.921875
1164_a14,1164,NA,'Text Analysis and Word Pronunciation in,Text Analysis and Word Pronunciation in Text-to-speech Synthesis,,anystyle,W1514554603,offline_title_fuzzy,0.921875
11936_r5,11936,NA,"Frye, Northrop. Anatomy of criticism: Four essays. Princeton University Press, 2020.","Frye, Northrop. Anatomy of Criticism: Four Essays. Toronto: University of Toronto Press, 2006, 450 p",,xml_bibl,W181751396,offline_title_fuzzy,0.921856347662799
841_a8,841,NA,The Complete Writings and Pictures of Dante Gabriel Rossetti. Institute for Advanced Technology in the Humanities,The Complete Writings and Pictures of Dante Gabriel Rossetti: A Hypermedia Research Archive,,anystyle,W2045774087,offline_title_fuzzy,0.921851073762839
966_a7,966,NA,Scholarly Communication Institute 6: Humanities Research,Scholarly Communication Institute Website,,anystyle,W6906762396,offline_title_fuzzy,0.921805674000796
6456_r3,6456,NA,"Pons, Anaclet. El desorden digital: guía para historiadores y humanistas, Siglo XXI de España Editores, S.A., 2014.","PONS Anaclet, El desorden digital: guía para historiadores y humanistas, Madrid, Siglo XXI, 2013, 318 págs., ISBN 978-84-323-1642-5",,xml_bibl,W2518755426,offline_title_fuzzy,0.921779914485636
645_a3,645,NA,Bilingual Dictionaries in an Lancashire 1996,Bilingual Dictionaries in Language Cultivation,,anystyle,W6980224244,offline_title_fuzzy,0.921739130434783
